timestamp,mouse_distance,mouse_left_click,mouse_right_click,mouse_scroll,keyboard_counts,cpu_percent,ram_percent,gpu_percent,gpu_vram_percent,bytes_sent_per_sec,bytes_recv_per_sec,packets_sent_per_sec,packets_recv_per_sec,read_bytes_per_sec,write_bytes_per_sec,label,session_id,mouse_left_click_freq,mouse_right_click_freq,mouse_scroll_freq,keyboard_counts_freq,mouse_distance_freq,bytes_sent_per_sec_freq,bytes_recv_per_sec_freq,packets_sent_per_sec_freq,packets_recv_per_sec_freq,read_bytes_per_sec_freq,write_bytes_per_sec_freq
17.0,0.0,0,0,0,0,-0.1090909090909093,3.731278890600933,0.6224961479198772,-0.0001357701817354,0,0,0,0,233984,561152,2,0,0.0,0.0,0.0,0.0,0.0,831.0,1593.0,15.0,17.0,10085376.0,1200640.0
18.0,0.0,0,0,0,0,-1.1090909090909091,3.731278890600933,-3.377503852080123,-0.0001357701817354,0,0,0,0,0,70656,2,0,0.0,0.0,0.0,0.0,0.0,831.0,1533.0,15.0,16.0,10085376.0,1103360.0
19.0,0.0,0,0,0,0,-1.4090909090909096,3.731278890600933,-2.377503852080123,-0.0001357701817354,0,0,0,0,0,8192,2,0,0.0,0.0,0.0,0.0,0.0,831.0,1533.0,15.0,16.0,10085376.0,1041920.0
20.0,0.0,0,0,0,0,-2.309090909090909,3.731278890600933,-1.3775038520801228,-0.0001357701817354,0,0,0,0,0,16384,2,0,0.0,0.0,0.0,0.0,0.0,831.0,1533.0,15.0,16.0,10085376.0,1050112.0
21.0,0.0,0,0,0,0,-1.6090909090909091,3.731278890600933,0.6224961479198772,-0.0001357701817354,261,194,2,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1038.0,1193.0,16.0,17.0,10085376.0,911872.0
22.0,0.0,0,0,0,0,-2.4090909090909096,3.731278890600933,-1.3775038520801228,-0.0001357701817354,0,120,0,2,0,36864,2,0,0.0,0.0,0.0,0.0,0.0,984.0,1313.0,15.0,19.0,10085376.0,928768.0
23.0,0.0,0,0,0,0,-2.0090909090909097,3.731278890600933,-0.3775038520801228,-0.0001357701817354,55,66,1,1,0,8192,2,0,0.0,0.0,0.0,0.0,0.0,1039.0,1379.0,16.0,20.0,10085376.0,879616.0
24.0,0.0,0,0,0,0,-1.20909090909091,3.731278890600933,0.6224961479198772,-0.0001357701817354,162,384,3,5,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1201.0,1763.0,19.0,25.0,10085376.0,825856.0
25.0,0.0,0,0,0,0,3.3909090909090898,3.3312788906009274,-0.3775038520801228,-0.0001357701817354,108,198,2,3,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1254.0,1901.0,20.0,27.0,10085376.0,738304.0
26.0,0.0,0,0,0,0,2.4909090909090903,3.3312788906009274,0.6224961479198772,-0.0001357701817354,0,0,0,0,5250048,220672,2,0,0.0,0.0,0.0,0.0,0.0,586.0,962.0,8.0,13.0,5484032.0,922112.0
27.0,0.0,0,0,0,0,-1.5090909090909097,3.3312788906009274,0.6224961479198772,-0.0001357701817354,455,308,4,2,7049216,7168,2,0,0.0,0.0,0.0,0.0,0.0,1041.0,1270.0,12.0,15.0,12299264.0,368128.0
28.0,0.0,0,0,0,0,-0.6090909090909093,3.3312788906009274,0.6224961479198772,-0.0001357701817354,2487,4868,16,12,62464,90112,2,0,0.0,0.0,0.0,0.0,0.0,3528.0,6138.0,28.0,27.0,12361728.0,387584.0
29.0,0.0,0,0,0,0,-2.6090909090909093,3.3312788906009274,0.6224961479198772,-0.0001357701817354,0,0,0,0,0,73728,2,0,0.0,0.0,0.0,0.0,0.0,3528.0,6138.0,28.0,27.0,12361728.0,453120.0
30.0,0.0,0,0,0,0,0.2909090909090901,3.3312788906009274,0.6224961479198772,-0.0001357701817354,839,5576,8,8,0,356352,2,0,0.0,0.0,0.0,0.0,0.0,4367.0,11714.0,36.0,35.0,12361728.0,793088.0
32.0,0.0,0,0,0,0,2.6909090909090905,3.3312788906009274,-0.3775038520801228,-0.0001357701817354,1916,1192,9,10,2048,98304,2,0,0.0,0.0,0.0,0.0,0.0,6022.0,12592.0,43.0,41.0,12363776.0,854528.0
33.0,0.0,0,0,0,0,-2.709090909090909,3.3312788906009274,-0.3775038520801228,-0.0001357701817354,0,0,0,0,0,24576,2,0,0.0,0.0,0.0,0.0,0.0,5967.0,12526.0,42.0,40.0,12363776.0,870912.0
34.0,0.0,0,0,0,0,-1.8090909090909093,3.231278890600933,0.6224961479198772,-0.0001357701817354,108,231,2,3,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5913.0,12373.0,41.0,38.0,12363776.0,870912.0
35.0,0.0,0,0,0,0,-2.709090909090909,3.3312788906009274,-1.3775038520801228,-0.0001357701817354,54,93,1,1,0,36864,2,0,0.0,0.0,0.0,0.0,0.0,5859.0,12268.0,40.0,36.0,12363776.0,907776.0
36.0,0.0,0,0,0,0,-1.20909090909091,3.231278890600933,0.6224961479198772,-0.0001357701817354,108,138,2,2,0,8192,2,0,0.0,0.0,0.0,0.0,0.0,5967.0,12406.0,42.0,38.0,7113728.0,695296.0
37.0,0.0,0,0,0,0,-1.3090909090909095,3.3312788906009274,-0.3775038520801228,-0.0001357701817354,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5512.0,12098.0,38.0,36.0,64512.0,688128.0
38.0,0.0,0,0,0,0,-2.4090909090909096,3.3312788906009274,-0.3775038520801228,-0.0001357701817354,429,481,1,2,0,4096,2,0,0.0,0.0,0.0,0.0,0.0,3454.0,7711.0,23.0,26.0,2048.0,602112.0
39.0,0.0,0,0,0,0,-2.309090909090909,3.3312788906009274,-0.3775038520801228,-0.0001357701817354,54,0,1,0,0,28672,2,0,0.0,0.0,0.0,0.0,0.0,3508.0,7711.0,24.0,26.0,2048.0,557056.0
40.0,0.0,0,0,0,0,4.1909090909090905,3.731278890600933,0.6224961479198772,-0.0001357701817354,2285,990,6,6,4096,114688,2,0,0.0,0.0,0.0,0.0,0.0,4954.0,3125.0,22.0,24.0,6144.0,315392.0
