timestamp,mouse_distance,mouse_left_click,mouse_right_click,mouse_scroll,keyboard_counts,cpu_percent,ram_percent,gpu_percent,gpu_vram_percent,bytes_sent_per_sec,bytes_recv_per_sec,packets_sent_per_sec,packets_recv_per_sec,read_bytes_per_sec,write_bytes_per_sec,label
2025-09-23 21:27:28,0,0,0,0,0,10.8,67.8,39,18.50950896128481,3490,7790,16,17,0,131072,idle
2025-09-23 21:27:29,0,0,0,0,0,7.9,67.9,38,18.50950896128481,134,67,3,2,0,2048,idle
2025-09-23 21:27:30,0,0,0,0,0,14.4,67.9,38,18.50950896128481,55,66,1,1,16384,86016,idle
2025-09-23 21:27:31,0,0,0,0,0,17.0,67.1,39,18.50950896128481,133,66,2,1,147456,363008,idle
2025-09-23 21:27:32,0,0,0,0,0,14.8,67.1,39,18.50950896128481,108,60,2,1,32768,53248,idle
2025-09-23 21:27:33,0,0,0,0,0,11.9,67.2,37,18.50950896128481,0,0,0,0,0,155648,idle
2025-09-23 21:27:34,0,0,0,0,0,14.0,66.8,40,18.50950896128481,0,0,0,0,236032,101376,idle
2025-09-23 21:27:35,0,0,0,0,0,9.0,66.8,39,18.50950896128481,133,66,2,1,182784,2243584,idle
2025-09-23 21:27:36,0,0,0,0,0,8.5,66.8,39,18.50950896128481,0,0,0,0,401920,278528,idle
2025-09-23 21:27:37,0,0,0,0,0,11.1,66.8,38,18.50950896128481,261,134,2,1,65536,368640,idle
2025-09-23 21:27:38,0,0,0,0,0,16.3,66.9,39,18.50950896128481,0,0,0,0,0,24576,idle
2025-09-23 21:27:39,0,0,0,0,0,12.7,66.9,38,18.50950896128481,0,0,0,0,0,28672,idle
2025-09-23 21:27:40,0,0,0,0,0,7.7,67.0,38,18.50950896128481,110,126,2,2,0,0,idle
2025-09-23 21:27:41,0,0,0,0,0,8.5,66.6,39,18.50950896128481,273,491,5,6,0,0,idle
2025-09-23 21:27:42,0,0,0,0,0,7.8,66.7,38,18.50950896128481,164,312,3,5,0,45056,idle
2025-09-23 21:27:43,0,0,0,0,0,8.3,66.4,38,18.50950896128481,133,126,2,2,0,0,idle
2025-09-23 21:27:44,0,0,0,0,0,8.1,66.4,39,18.50950896128481,294,126,2,2,0,32768,idle
2025-09-23 21:27:45,0,0,0,0,0,9.4,66.5,39,18.50950896128481,0,60,0,1,472064,20480,idle
2025-09-23 21:27:46,0,0,0,0,0,9.2,66.3,40,18.50950896128481,55,0,1,0,0,32768,idle
2025-09-23 21:27:47,0,0,0,0,0,8.0,66.4,39,18.50950896128481,316,134,3,1,0,0,idle
2025-09-23 21:27:48,0,0,0,0,0,10.9,66.4,40,18.50950896128481,0,0,0,0,0,28672,idle
2025-09-23 21:27:49,0,0,0,0,0,13.8,66.4,39,18.50950896128481,0,0,0,0,16384,81920,idle
2025-09-23 21:27:50,0,0,0,0,0,11.8,66.5,38,18.50950896128481,0,0,0,0,0,0,idle
2025-09-23 21:27:51,0,0,0,0,0,14.4,66.6,38,18.50950896128481,0,0,0,0,0,16384,idle
2025-09-23 21:27:52,0,0,0,0,0,11.0,66.6,39,18.50950896128481,0,0,0,0,0,8192,idle
2025-09-23 21:27:53,0,0,0,0,0,10.5,66.7,39,18.50950896128481,54,365,1,4,0,0,idle
2025-09-23 21:27:54,0,0,0,0,0,9.5,66.8,39,18.50950896128481,54,186,1,3,16384,102400,idle
2025-09-23 21:27:55,0,0,0,0,0,11.4,66.4,39,18.50950896128481,462,752,3,4,65536,331776,idle
2025-09-23 21:27:56,0,0,0,0,0,11.9,66.6,40,18.50950896128481,54,210,1,1,0,57344,idle
2025-09-23 21:27:57,0,0,0,0,0,14.2,66.6,40,18.50950896128481,0,60,0,1,65536,115200,idle
2025-09-23 21:27:58,0,0,0,0,0,11.7,66.2,40,18.50950896128481,586,273,3,3,0,139264,idle
2025-09-23 21:27:59,0,0,0,0,0,10.9,66.3,39,18.50950896128481,78,0,1,0,0,172544,idle
2025-09-23 21:28:00,0,0,0,0,0,13.7,66.8,40,18.50950896128481,258,626,2,2,16384,77824,idle
2025-09-23 21:28:01,0,0,0,0,0,13.3,67.0,39,18.50950896128481,3279,399,4,4,0,237568,idle
2025-09-23 21:28:02,0,0,0,0,0,13.4,67.0,39,18.50950896128481,54,207,1,1,32768,311296,idle
2025-09-23 21:28:03,0,0,0,0,0,11.1,67.0,38,18.50950896128481,0,0,0,0,0,114688,idle
2025-09-23 21:28:04,0,0,0,0,0,12.2,66.4,40,18.50950896128481,55,66,1,1,32768,175104,idle
2025-09-23 21:28:05,0,0,0,0,0,8.8,66.5,39,18.50950896128481,457,0,9,0,0,14848,idle
2025-09-23 21:28:06,0,0,0,0,0,8.7,66.5,38,18.50950896128481,721,0,9,0,16384,73728,idle
2025-09-23 21:28:07,0,0,0,0,0,8.1,66.2,39,18.50950896128481,54,1382,1,1,0,0,idle
2025-09-23 21:28:08,0,0,0,0,0,9.4,66.2,40,18.50950896128481,0,0,0,0,0,45056,idle
2025-09-23 21:28:09,0,0,0,0,0,8.0,66.3,39,18.50950896128481,109,696,2,2,81920,843776,idle
2025-09-23 21:28:10,0,0,0,0,0,8.7,66.4,38,18.50950896128481,110,66,2,1,0,196608,idle
2025-09-23 21:28:11,0,0,0,0,0,8.5,66.5,38,18.50950896128481,220,132,4,2,0,16384,idle
2025-09-23 21:28:12,0,0,0,0,0,6.5,66.5,38,18.50950896128481,0,0,0,0,49152,179712,idle
2025-09-23 21:28:14,0,0,0,0,0,7.8,66.6,39,18.50950896128481,55,0,1,0,0,8192,idle
2025-09-23 21:28:15,0,0,0,0,0,8.2,66.7,39,18.50950896128481,0,0,0,0,0,0,idle
2025-09-23 21:28:16,0,0,0,0,0,8.9,66.3,38,18.50950896128481,0,0,0,0,0,8192,idle
2025-09-23 21:28:17,0,0,0,0,0,8.2,66.4,38,18.50950896128481,108,60,2,1,0,0,idle
2025-09-23 21:28:18,0,0,0,0,0,7.9,66.5,38,18.50950896128481,0,60,0,1,0,0,idle
2025-09-23 21:28:19,0,0,0,0,0,9.5,66.6,39,18.50950896128481,0,0,0,0,0,8192,idle
2025-09-23 21:28:20,0,0,0,0,0,8.2,66.2,40,18.50950896128481,555,260,4,3,0,4096,idle
2025-09-23 21:28:21,0,0,0,0,0,9.3,66.1,40,18.50950896128481,0,0,0,0,0,35328,idle
2025-09-23 21:28:22,0,0,0,0,0,8.4,66.2,39,18.50950896128481,0,0,0,0,0,8192,idle
2025-09-23 21:28:23,0,0,0,0,0,13.0,66.1,40,18.50950896128481,3634,3051,14,15,466944,0,idle
2025-09-23 21:28:24,0,0,0,0,0,8.4,66.1,39,18.50950896128481,55,0,1,0,0,34816,idle
